Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature
2023,February,Telangana,Medchal Malkajgiri,72,3078,"Pragathinagar cheruvu,Pragathinagar(V), Kukatpally, Medchal-malkajigiri(D)",0.3,7.11,1076,10,3.6,2.2,135,104,3.08,656,25
2023,February,Telangana,Medchal Malkajgiri,73,2340,"Lakshminarayana cheruvu at Edulabad, Ghatkesar, Medchal District",2.4,8.01,1613,5,3.8,8.3,242,68,1.78,1002,25
2023,February,Telangana,RR-shamshabad,74,1788,"Large Tank, Saroornagar (V & M), Rangareddy District",0.3,7.14,1406,14,3,10,152,143,2.28,886,25
2023,February,Telangana,RR-shamshabad,75,4234,"Umda sagar lake,Jalpally(V), Saroornagar(M), Shamshabad ",0.3,7.74,1335,12,3.6,16,186,116,1.82,828,25
2023,February,Telangana,Yadadri Bhuvanagiri,76,1464,"Pedda Cheruvu, Bibinagar (V&M),Yadadri bhuvanagiri (D)",6,7.98,1139,4.5,23,6,182,50,BDL,760,25
2023,February,Telangana,Mulugu,77,3068,"Ramappa lake, Palampet (V), Venkatapuram (M), Mulugu District.",5.2,7.05,235,1.4,1.2,3.1,32,12,1.5,144,25
2023,February,Telangana,Warangal,78,1447,"Dharmasagar Tank, Dharmasagar(V&M), Hanumakonda District",5.2,7.5,540,1.9,2.8,2,65,20,0.4,324,25
2023,February,Telangana,Warangal Urban,79,2346,"Bhadrakali Cheruvu, Near Bhadrakali Temple, Hanumakonda",5,8.2,928,2.8,2.96,8,148,32,0.74,576,25
2023,February,Telangana,Warangal Urban,80,3084,"Wadepalli Cheruvu, Wadepally (V), Hanamkonda (M&D)",5,7.77,553,2.6,3.2,3.2,76,27,0.4,338,25
2023,February,Telangana,Warangal Urban,81,3085,"Chinna Wadepalli Cheruvu, Enumamula(V), Warangal(M&D)",0.3,7.82,1156,15,4.4,12,174,147,2.04,728,25
2023,February,Telangana,Warangal Urban,83,2345,"Sai Cheruvu, Deshaipet(V), Warangal (M&D)",0.3,7.86,3540,14,9.2,4.2,612,191,1.52,2194,25
2023,February,Telangana,Jagityal,84,4222,"Kondagattu temple- Koneru, Jagitiyal",4.2,6.6,677,3.2,2.3,2.4,108,36,0.4,412,25
2023,February,Telangana,Siricilla,85,4223,"Vemulawada temple - Koneru, Vemulawada (V & M) Karimnagar",4.6,7.87,546,3,2.1,1.8,78,44,0.4,334,25
2023,February,Telangana,Sangareddy,87,4230,"Kistaipally Cheruvu, Kistaipally (V), Jinnaram(M), Sangareddy District",7.6,7.5,3490,10,35,10,666,98,BDL,2280,25
2023,February,Telangana,Sangareddy,88,4231,"Rayam Cheruvu, Bonthapally (V), Gummadidala (M), Sangareddy District",7.2,7.86,1360,6,16,6.3,192,62,BDL,900,25
2023,February,Telangana,Siddipet,89,4232,"Komati Cheruvu, Siddipet Town, Siddipet District.",8,7.49,799,3.2,14,4,91,38,BDL,530,25
2023,February,Telangana,RR-shamshabad,90,4235,"Kamuni Cheruvu, Shamshabad (V&M), Rangareddy District",0.3,7.68,1098,13,3.2,12,168,123,1.82,680,25
2023,February,Telangana,Sangareddy,91,4233,"Gaddapotharam cheruvu, Gaddapotharam (V), Jinnaram (M), Sangareddy District",8,6.59,3070,10,52,14,661,108,BDL,2010,25
2023,February,Telangana,Sangareddy,92,4238,"Ameenpur Cheruvu, Ameenpur (V & M), Sangareddy District",7.5,7.8,1233,6.3,36,9,158,72,BDL,750,25
2023,February,Telangana,Sangareddy,93,4239,"Mahaboobsagar Tank, Sangareddy(V&M), Sangareddy District",5.9,7.82,972,3.9,18,4.9,105,48,BDL,625,25
2023,February,Telangana,Sangareddy,94,4244,"Erdhanoor Tank, Erdhanoor (V), Patancheru (M), Sangareddy District",7.1,7.61,1642,4.8,28,4.4,307,52,BDL,1100,25
2023,February,Telangana,Sangareddy,95,4245,"Mallepally Tank, Mallepally (V), Kondapur (M),  Sangareddy District",6.7,7.92,2153,4.5,19,4.2,220,48,BDL,1220,25
2023,February,Telangana,Warangal Urban,96,4247,"Mucharla Nagaram cheruvu, Nagaram (V), Hasanparthy (M), Hanumakonda , Warangal",3.3,7.67,639,3,3.8,3.2,78,47,0.84,396,25
2023,February,Telangana,Warangal Urban,97,4248,"Koti Cheruvu, Mulugu Road, Warangal, Warangal District",1.4,8.16,1102,5,3.2,7.6,147,52,0.84,694,25
2023,February,Telangana,RR-shamshabad,98,4229,"Neknampur Lake, Neknampur, Ibrahimbagh, Rajendranagar (M),Rangareddy District",0.3,6.95,1847,10,5.2,23.4,245,118,1.68,1146,25
2023,February,Telangana,Warangal Urban,99,4249,"Rangasamudram,  Ursu (V), Khila Warangal (M), Warangal District",4,8.28,533,3.4,3.3,5.8,78,32,1.12,330,25
2023,February,Telangana,Sangareddy,100,4661,"Peddakanjarla Tank, Peddakanjarla (V), Patancheru (M), Sangareddy District.",7,7.48,398,3.8,10,4,48,42,BDL,260,25
2023,February,Telangana,Sangareddy,101,4666,"Ismailkhanpet Tank, Ismailkhanpet (V), Sangareddy (M & District)",7,8.22,899,5,17,3.8,96,56,BDL,494,25
2023,February,Telangana,Rangareddy,102,4670,"Bairamalguda Cheruvu, Saroornagar, Rangareddy District",0.3,7.04,1496,14,3.2,11,172,177,1.86,928,25
2023,February,Telangana,Hyderabad,103,4675,"Lotus pond, Hakimpet (V), Shaik pet (M), Hyderabad (D)",0.3,7.66,785,6,3.2,13,98,74,1.48,478,25
2023,February,Telangana,Mulugu,104,4680,"Laknavaram Cheruvu, Laknavaram, (V), Govindarao peta (M), Mulugu District.",5.6,7.55,150,1.2,0.96,4,23,16,0.4,88,25
2023,February,Telangana,Warangal Rural,105,4681,"Phakal Cheruvu, Narsampet, Warangal District",5.2,8.46,1102,1.2,4.5,3.6,148,16,0.4,688,25
2023,February,Telangana,Warangal,106,4682,"Bandam Cheruvu, Near NIT Warangal, Hanamkonda",2.8,7.93,439,5,2.6,2.3,51,52,1.84,264,25
2023,February,Telangana,Sangareddy,107,4688,"Narinja Lake, Kothur-B (V), Zaheerabad (M), Sangareddy",6.6,8.43,672,3.2,14,4,81,38,BDL,390,25
2023,February,Telangana,Hyderabad,108,1391,"Hussain sagar Lake, Domalguda (V), Hyderabad",0.3,7.98,1205,6,4.6,8.9,169,60,3.16,734,25
2023,February,Telangana,Hyderabad,109,3071,"Langarhouse Tank, Golconda (V&M) ,Hyderabad (D)",0.3,7.32,1435,12,5.3,12.4,184,116,3.08,888,25
2023,February,Telangana,Hyderabad,110,2341,"Miralam tank, Bahadurpura (M), Hyderabad",0.3,7.19,1435,10,5.2,20.8,191,100,2.62,904,25
2023,February,Telangana,Medchal Malkajgiri,111,3073,"Hasmathpet lake, Hasmathpet",0.3,7.95,1014,8,3.6,20.6,158,72,2.38,618,25
2023,February,Telangana,Medchal Malkajgiri,112,3072,"Safilguda lake, Medchal",0.3,7.31,1645,12,5.2,12.4,174,139,1.36,986,25
2023,February,Telangana,Medchal Malkajgiri,113,3075,"Rangadhamini Kunta, Kukatpally(V&M), Medchal - Malkajgiri (D)",0.3,7.25,1515,12,5,12.8,168,123,1.28,924,25
2023,February,Telangana,Medchal Malkajgiri,114,3076,"Amber cheruvu, Kukatpally (V & M), Medchal- malkajigiri",0.3,7.4,1036,10,3.4,16,123,112,3.06,632,25
2023,February,Telangana,Medchal Malkajgiri,115,3077,"Kapra cheruvu, Kapra (V), Keesara (M)",1.8,8.2,974,5,3.2,8,127,48,0.64,594,25
2023,February,Telangana,RR-shamshabad,116,2357,"Durgam cheruvu , Raidurg (V), Serilingampally (M), Rangareddy (D)",1.3,7.3,814,5.6,3,9,115,52,0.59,480,25
2023,February,Telangana,Medchal Malkajgiri,117,2344,"Nalla cheruvu, Uppal (V & M), Medchal District",0.3,7.28,1648,10,4.8,12,203,92,3.96,988,25
2023,February,Telangana,Medchal Malkajgiri,118,2359,"Pedda Cheruvu, Nacharam (V), Uppal (M), Medchal District",0.3,7.44,1516,12,4.8,15,157,123,1.56,924,25
2023,February,Telangana,RR-shamshabad,119,2342,"Noor Md. Kunta, Shamshabad",0.3,7.26,1973,14,5.6,13,254,183,3.68,1224,25
2023,February,Telangana,Medchal Malkajgiri,120,3070,"Fox sagar, Jeedimetla (V), Qutubullapur (M), Medchal Malkajgiri (D)",2.2,7.18,1136,5.4,4,9.2,164,60,0.68,692,25
2023,February,Telangana,Hyderabad,121,3074,"Banjara Lake (Anantagani kunta), Banjara Hills, Hyderabad",0.3,7.1,1255,8,4.2,10.4,152,84,2.96,778,25
2023,February,Telangana,Sangareddy,124,3086,"Saki Tank, Patancheru (V & M), Sangareddy District",7.1,8.38,818,3.6,22,4,96,40,BDL,502,25
2023,February,Telangana,RR-shamshabad,125,4237,"Mundla Katwa,Moosapet(V), Kukatpally (M),Medchal - Malkajgiri (D)",0.3,7.23,1337,8,4.6,8,157,90,1.72,828,25
2023,February,Telangana,Hyderabad,126,4667,"Surram Cheruvu (Palle Cheruvu), Bandlaguda (V), Bandlaguda (new mandal)",0.3,7.46,1945,8,6.7,6.8,282,86,3.96,1166,25
2023,February,Telangana,Medchal Malkajgiri,127,4668,"Chinnarayana Cheruvu, Alwal (V&M), Medchal- Malkajgiri (D)",0.3,7.47,1356,12,2.3,9.6,157,139,2.28,828,25
2023,February,Telangana,Rangareddy,130,4672,"MediKunta , Nanakramguda (V), Serilingampally (M), Rangareddy District",2,7.41,1052,5,3.8,11.2,137,40,0.84,642,25
2023,February,Telangana,Rangareddy,132,4674,"Meedi Kunta, Hafeezpet (V), Serlingampally (M), Rangareddy District",4.2,6.96,646,3,2.2,10,96,28,0.84,380,25
2023,February,Telangana,Medchal Malkajgiri,133,4676,"Banda Cheruvu, Malkajigiri (V),Malkajigiri (M),  Medchal- Malkajgiri (D)",0.3,7.16,1479,12,3.2,13,174,135,3.72,916,25
2023,February,Telangana,Medchal Malkajgiri,134,4677,"Lingam Cheruvu, Suraram (V), Quthubullapur(M), Medchal-Malkajgiri District",0.3,7.39,1747,12,4.8,12.4,225,139,3.54,1084,25
2023,February,Telangana,Rangareddy,135,4678,"Patel Cheruvu, Nacharam (V), Uppal (new Mandal), Medchal- malkajigiri",0.3,7.69,1392,14,4.2,21.8,154,147,2.36,864,25
2023,February,Telangana,Rangareddy,136,4679,"Bomrukud-Dowla Lake(HUDA Park Lake ), Bumruknudowla (V), Rajendranagar (M), Rangareddy (D)",0.3,7.64,2474,16,6.2,9,365,177,3.98,1558,25
2023,February,Telangana,Warangal,137,4683,"Pedda Cheruvu, Madikonda (V),  Khazipet (M), Hanumakonda, Warangal",3.8,7.31,543,3.6,3.1,4.3,62,36,0.54,332,25
2023,February,Telangana,Sangareddy,138,4684,"Campus Lake, ICRISAT, Kachireddi Pally (V), Ramachandrapuram (M),Sangareddy District",6.6,8.24,704,4.8,13,5,72,52,BDL,390,25
2023,February,Telangana,Sangareddy,139,4685,"Surisigal Lake, ICRISAT, Ramachandrapuram (V&M), Sangareddy District",5.9,8.32,998,3.6,21,2.9,106,40,BDL,610,25
2023,February,Telangana,Sangareddy,140,4686,"ICRISAT Lake,ICRISAT, Manmole (V), Ramachandrapuram (M), Sangareddy District",6.2,8.08,935,4,20,3.5,91,44,BDL,520,25
2023,February,Telangana,Sangareddy,141,4687,"Red Lake, ICRISAT, Ramachandrapuram (M), Sangareddy District",5.2,7.92,1202,5.2,33,4.6,192,60,BDL,740,25
2023,February,Telangana,Hyderabad,142,4689,"Sunnam Kunta, Jubille Hills, Hyderabad",0.3,7.01,456,9,2.8,9.8,61,82,0.4,268,25
2023,February,Telangana,Hyderabad,143,4690,"Banjara Kunta (Singadi Kunta), Shaikpet (V&M), Hyderabad (D)",0.3,7.23,948,9,3.6,15.6,149,86,1.12,586,25
2023,February,Telangana,RR-shamshabad,144,4691,"Nagole Cheruvu, Uppal, Medchal - Malkajgiri District",0.3,7.24,1399,14,4.4,18,162,143,1.24,838,25
2023,February,Telangana,Medchal Malkajgiri,145,4692,"Ramanthapur Pedda Cheruvu, Ramanthapur, Medchal - Malkajgiri District",0.3,7.01,1042,14,3.6,24,159,171,1.68,636,25
2023,February,Telangana,Medchal Malkajgiri,149,4696,"Parki Cheruvu, Kukatpally (V&M), Medchal-Malkajgiri (D)",0.3,7.14,1619,12,4,10.8,204,123,2.86,1004,25
2023,February,Telangana,Medchal Malkajgiri,151,4698,"Mannevari Kunta, Machabollaram (V), Alwal (M), Medchal-Malkajgiri (D)",0.3,7.5,1741,12,3.7,7.4,218,125,1.62,1062,25
2023,February,Telangana,RR-shamshabad,152,4699,"Kaprai Cheruvu, Sahebnagar, Hayathnagar,Rangareddy District",2.6,7.42,632,4.8,2.8,8,84,60,0.82,398,25
2023,February,Telangana,Rangareddy,154,4701,"Lingam Kunta, Chandanagar (V), Serlingampally(M), Ranga Reddy (D).",0.3,7.13,1401,14,4.2,23.2,167,153,1.42,882,25
2023,February,Telangana,Rangareddy,155,4702,"Pedda Cheruvu, Khajaguda (V), Serlingampally(M), Ranga Reddy District",3.9,7.98,1806,50,NA,58,207,212,41,969,25
2023,February,Telangana,Rangareddy,157,4704,"PeddaCheruvu, Mansoorabad (V),  Saroornagar(M), Rangareddy (D)",0.3,7.49,844,10,3.6,21,98,104,0.93,514,25
2023,February,Telangana,Medchal Malkajgiri,158,4705,"Kotta Cheruvu, Alwal (V & M),Medchal-Malkajgiri (D)",0.3,6.95,1739,10,3.6,11.2,208,111,2.68,1060,25
2023,February,Telangana,Hyderabad,159,5029,"Mohini Cheruvu,  Ramanthapur (V), Uppal(M), Medchal-Malkajgiri (D)",0.3,7.74,1762,8,5.6,7.2,280,82,2.24,1110,25
2023,February,Telangana,Hyderabad,160,5030,"Naya Qilla Talab, Golkonda (V&M), Hyderabad (D)",2.1,7.68,1250,4,3.8,5.6,164,39,0.17,786,25
2023,February,Telangana,Hyderabad,161,5031,"Yerra Kunta, Shaikpet(V&M), Hyderabad (D)",0.3,6.74,811,8,2.9,12.3,107,82,1.24,478,25
2023,February,Telangana,Hyderabad,162,5032,"Kotha Cheruvu, Shaikpet(V&M), Hyderabad (D)",0.3,7.41,1472,12,4.2,12.3,149,157,2.16,912,25
2023,February,Telangana,Hyderabad,163,5033,"Shahatam Cheruvu, Shaikpet(V&M), Hyderabad (D)",0.9,7.22,1324,5.2,3.92,11.8,154,59,1.16,820,25
2023,February,Telangana,Hyderabad,164,5034,"Shikari Kunta, Hakeempet(V), Shaikpet(M), Hyderabad (D)",1.2,7.16,1016,5.4,3.9,8.6,123,55,1.34,606,25
2023,February,Telangana,Hyderabad,165,5035,"Bathur Kunta, Shaikpet(V&M), Hyderabad (D)",0.3,7.33,1100,10,3.8,7.2,137,118,1.68,672,25
2023,February,Telangana,Medchal Malkajgiri,166,5036,"Ramanna cheruvu, Boinpally(V), Tirumalagiri(M), Hyderabad (D)",0.3,6.68,1332,6,2.2,24,196,54,0.96,826,25
2023,February,Telangana,Medchal Malkajgiri,167,5037,"Tirumalagiri Tank, Tirumalagiri(V & M), Hyderabad (D)",0.3,6.92,1246,8,1.8,8.6,168,98,2.08,784,25
2023,February,Telangana,Hyderabad,168,5038,"Salkam Cheruvu , Bandlaguda(kalsa) (V), Bandlaguda (M), Hyderabad (D)",0.3,7.19,1800,6.2,6.4,8.2,265,78,2.96,1098,25
2023,February,Telangana,Hyderabad,169,5039,"DMRL  Lake, Kanchanbagh, Chandrayanguda (M), Hyderabad (D)",2.8,7.18,1439,5,5.2,12.4,218,47,1.94,878,25
2023,February,Telangana,Medchal Malkajgiri,170,5040,"Bandlaguda Cheruvu, Nagole (V), Uppal (M), Medchal (D)",0.3,6.99,1389,6.2,4.2,24,149,68,2.94,862,25
2023,February,Telangana,Medchal Malkajgiri,171,5041,"Pathulguda Cheruvu, Pathulguda (V), Saroornagar (M), Rangareddy (D)",0.3,7.94,1291,8,4.2,16,159,96,1.48,788,25
2023,February,Telangana,Medchal Malkajgiri,172,5042,"Yellamma Cheruvu,Kukatpally(V&M),  Medchal Malkajgiri(D)",0.3,7.05,1508,14,4.2,26.3,191,171,1.34,920,25
2023,February,Telangana,Medchal Malkajgiri,173,5043,"Mysamma Cheruvu, Kukatpally(V&M),  Medchal Malkajgiri(D)",0.3,6.25,1457,10,3.9,28.5,203,103,2.96,904,25
2023,February,Telangana,Medchal Malkajgiri,174,5044,"Sudalavani Kunta (Sunnam Cheruvu), Allahpur(V), Borabanda(M),Medchal Malkajgiri(D)",0.3,7.7,1497,10,4.8,12.4,176,120,1.42,989,25
2023,February,Telangana,Medchal Malkajgiri,175,5045,"Mothkula Kunta, MachaBollaram(V),Alwal (M), Medchal Malkajgiri(D)",0.3,7.04,1405,12,3.1,8.2,176,133,1.08,872,25
2023,February,Telangana,Medchal Malkajgiri,176,5046,"Chintal Cheruvu, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,7.51,644,8,2.6,14.2,86,84,0.78,398,25
2023,February,Telangana,Medchal Malkajgiri,177,5047,"Mahaboob kunta , Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,7.31,838,8,3.4,8.2,98,99,1.18,512,25
2023,February,Telangana,Medchal Malkajgiri,179,5049,"Meddela Kunta, Gajularamaram(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,6.99,1023,12,3.6,15.6,120,119,0.94,634,25
2023,February,Telangana,Medchal Malkajgiri,180,5050,"Venna Cheruvu, Jeedimetla(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,7.09,1428,10,3.8,16.3,169,115,2.84,872,25
2023,February,Telangana,Medchal Malkajgiri,181,5051,"Chinna Bandham, Suraram(V), Quthbullapur(M), Medchal Malkajgiri(D)",0.3,7.02,1614,20,4.8,7.6,196,222,2.12,968,25
2023,February,Telangana,Medchal Malkajgiri,182,5052,"Bakshi Kunta, Chandanagar(V), Sherilingampally(M), Ranga Reddy(D)",0.3,6.89,1123,12,3.8,17.6,184,149,1.92,696,25
2023,February,Telangana,Medchal Malkajgiri,183,5053,"Ramamma Kunta , Gachibowli (V), Sherilingampally(M), Ranga Reddy (D)",0.3,7.66,1030,6,3.4,8.8,127,63,1.08,618,25
2023,February,Telangana,Medchal Malkajgiri,184,5054,"Komati Kunta,  Gopanpally (V), Sherilingampally (M), Ranga Reddy (D)",0.3,8.16,939,12,3.2,11.2,130,161,0.86,572,25
2023,February,Telangana,Medchal Malkajgiri,185,5055,"Chinna Pedda cheruvu, Gopanpally(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.82,624,6.2,2.9,6.8,91,74,0.58,386,25
2023,February,Telangana,Medchal Malkajgiri,187,5057,"Kudi Kunta (Gauthami Lake), Kondapur(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.08,1530,12,4.9,21.8,198,125,0.98,948,25
2023,February,Telangana,Medchal Malkajgiri,188,5058,"Regula Kunta, Miyapur (V), Sherilingampally (M), Ranga Reddy (D)",0.3,7.26,1080,9,4.4,11.2,120,86,0.88,668,25
2023,February,Telangana,Medchal Malkajgiri,189,5059,"Gopi Cheruvu, Lingampally(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.34,1441,10,4.5,28,181,117,2.08,892,25
2023,February,Telangana,Medchal Malkajgiri,190,5060,"Chakalavani Cheruvu , Lingampally(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.28,1416,8,4.6,21.6,179,94,1.28,866,25
2023,February,Telangana,Medchal Malkajgiri,191,5061,"Peddakudi Cheruvu, Maqta Mahboobpet(V), Sherilingampally(M), Ranga Reddy(D)",0.3,7.21,1050,10,4.2,14.6,127,102,2.34,640,25
2023,February,Telangana,Medchal Malkajgiri,192,5062,"Gurunath Cheruvu, Miyapur (V), Sherilingampally(M), Ranga Reddy (D)",0.3,7.09,816,16,3.4,10.4,91,176,0.98,490,25
2023,February,Telangana,Medchal Malkajgiri,194,5111,"Nagiraddy Kunta(Yapral Cheruvu), Alwal (V&M),   Medchal- Malkajgiri(D)",0.3,7.16,1906,8,4.8,9.2,272,86,2.84,1182,25
2023,February,Telangana,Medchal Malkajgiri,195,5112,"Kamuni Cheruvu, Moosapet (V), Kukatpally (M),Medchal- Malkajgiri (D)",0.3,6.92,1246,8,1.8,8.6,181,98,2.08,784,25
2023,February,Telangana,Medchal Malkajgiri,196,5113,"Chinna Cheruvu, Ramanthapur (V), Uppal (M),Medchal- Malkajgiri (D)",0.3,7.3,1042,9,3.8,22,154,88,1.88,658,25
2023,February,Telangana,Rangareddy,199,5116,"Kotha Cheruvu (Novatel Lake), Khanamet (V), Serilingampally (M), Rangareddy(D)",0.3,8.11,1230,8,4.6,16,172,86,2.18,774,25
2023,February,Telangana,Rangareddy,202,5119,"Kaidamma Kunta, Hafeezpet (V), Serilingampally (M), Rangareddy (D)",0.3,7.37,1609,20,4.8,18.6,189,286,2.64,984,25
2023,February,Telangana,Rangareddy,203,5120,"Thammidi Kunta, Khanapet (V), Serlingampally (M), Rangareddy (D)",0.3,7.27,1160,8,3.8,11,162,82,2.26,720,25
2023,February,Telangana,Rangareddy,204,5121,"Pale Cheruvu,  Katedhan (V),  Rajendranagar (M),  Rangareddy (D)",0.3,7.22,1528,12,4.6,16,203,139,2.68,964,25
2023,February,Telangana,Rangareddy,205,5122,"Mulaguard Lake, Katedan, Rajendranagar, Rangareddy District",0.3,7.61,2799,12,6.4,11,398,143,3.54,1764,25
2023,February,Telangana,Rangareddy,207,5124,"TCS Energy Park Lake,Gachibowli(V), Serilingampally (M), Rangareddy (D)",4.8,7.63,786,2.4,3.4,12,115,20,0.4,480,25
2023,February,Telangana,Rangareddy,209,5126,"Bathula Kunta,  Anmagal (V),  Hayathnagar (M),  Rangareddy (D)",0.3,7.45,1610,12,5.4,23,216,143,2.76,998,25
2023,February,Telangana,Rangareddy,210,5127,"Kummari Kunta,  Anmagal (V),  Hayathnagar (M),  Rangareddy (D)",0.3,7.69,1515,12,5.2,16,189,159,1.94,924,25
2023,February,Telangana,Rangareddy,211,5128,"Palle Cheruvu,  Mailardev Pally (V),  Rajendranagar (M),  Rangareddy (D)",0.3,7.1,1840,6.2,4.8,24,255,68,2.69,1122,25
2023,February,Telangana,Rangareddy,212,5129,"Erra Kunta,  Laxmiguda (V),  Rajendranagar (M),  Rangareddy (D)",0.3,7.27,2017,12,5.8,23,282,136,2.68,1230,25
2023,February,Telangana,Rangareddy,213,5130,"Pathi Kunta,  Budvel (V),  Rajendranagar (M),  Rangareddy (D)",0.3,6.99,949,8,3.8,12,148,88,1.16,588,25
2023,February,Telangana,Rangareddy,214,5131,"Yellamma Cheruvu,  Manikonda (V),  Rajendra Nagar (M),  Rangareddy (D)",0.3,7.44,1637,16,4.8,18.2,203,184,1.94,1014,25
2023,February,Telangana,Rangareddy,215,5132,"Malka Cheruvu,  Raidurg (V),  Serlingampally (M),  Rangareddy (D)",3.8,7.22,1260,49,NA,141,201,208,5,740,25
2023,February,Telangana,Rangareddy,216,5133,"Chandana cheruvu,  Jillelaguda (V),   Rangareddy (D)",0.3,7.86,1464,8,3.8,12,198,92,1.82,908,25
2023,February,Telangana,Rangareddy,217,5134,"Manthrala cheruvu,  Meerpet (V),  Rangareddy (D)",0.3,7.49,1369,12,3.7,9.5,201,139,1.56,836,25
2023,March,Telangana,Shamshabad,57,1172,"Osmansagar Reservior (U/s of Musi at Gandipet), Gandipet (V&M), Rangareddy Dist",5.3,8.14,501,2,1.8,9.2,74,36,0.4,132,25
2023,March,Telangana,Warangal Rural,58,1215,"Thummala cheruvu,  Nasampet (V&M), Warangal",5.4,8.41,474,1.6,2.4,6.6,85,32,0.4,277,25
2023,March,Telangana,Sangareddy,59,1780,"Gandigudem Tank, Gandigudem(V),Ameenpur(M), Sangareddy(D)",6.7,8.12,1802,6.6,33,9.5,273,70,BDL,1190,25
2023,March,Telangana,Sangareddy,61,2347,"Asani Kunta,Bollaram(V),Jinnaram(M), Sangareddy(D)",NIL,7.63,4010,42,42,45,1006,476,BDL,2844,25
2023,March,Telangana,Sangareddy,62,1783,"Kistareddypet Tank, Kistareddypet(V),Ameenpur(M),Sangareddy(D)",5.9,7.69,1496,6.8,26,8.2,225,72,BDL,,25
2023,March,Telangana,Sangareddy,63,2348,"Khazipally Tank,Khazipally(V), Jinnaram(M), Sangareddy(D) Sangareddy",6.5,6.56,1823,11.6,40,11.5,278,124,BDL,,25
2023,March,Telangana,Sangareddy,64,4243,"Isnapur Tank,Pashamylaram(V), Patancheru (M), Sangareddy District",6.3,7.14,3470,7.6,40,11,536,84,BDL,1994,25
2023,March,Telangana,Sangareddy,65,4302,"Rudraram Tank, Rudraram (V), Patancheru (M), Sangareddy District",6.6,6.87,2198,8.5,24,10.5,297,92,BDL,1439,25
2023,March,Telangana,Sangareddy,66,4240,"Muthangi Tank (V), Patancheru (M),Sangareddy district",6.5,7.18,1421,4.6,26,7.5,201,48,BDL,1173,25
2023,March,Telangana,Sangareddy,67,4241,"Chitkul Tank,Chitkul (V), Patancheru (M), Sangareddy District",7,7.14,1750,4.6,32,6.3,278,52,BDL,1090,25
2023,March,Telangana,Sangareddy,68,4242,"Lakadaram Cheruvu, Lakdaram (V), Patancheru (M),Sangareddy District.",7.1,7.16,1741,6.1,26,7.5,254,64,BDL,974,25
2023,March,Telangana,RR-shamshabad,70,1789,"Himayathsagar lake, Shamshabad",5.2,7.49,624,1.8,2,8.6,98,32,0.4,358,25
2023,March,Telangana,Medchal Malkajgiri,71,3069,"Shameerpet Tank, Shameerpet(V&M), Medchal- malkajigiri(D)",4,7.52,690,2.6,2.6,6.6,85,52,0.84,512,25
2023,March,Telangana,Medchal Malkajgiri,72,3078,"Pragathinagar cheruvu,Pragathinagar(V), Kukatpally, Medchal-malkajigiri(D)",0.3,7.36,1147,6,3.6,11.8,138,84,2.78,644,25
2023,March,Telangana,Medchal Malkajgiri,73,2340,"Lakshminarayana cheruvu at Edulabad, Ghatkesar, Medchal District",1.1,7.47,1846,5.8,5.6,9.8,272,88,2.2,1083,25
2023,March,Telangana,RR-shamshabad,74,1788,"Large Tank, Saroornagar (V & M), Rangareddy District",0.3,7.28,1355,10,4.6,12.4,148,125,2.06,826,25
2023,March,Telangana,RR-shamshabad,75,4234,"Umda sagar lake,Jalpally(V), Saroornagar(M), Shamshabad ",0.3,8.31,1387,8,4.5,15,238,109,1.72,864,25
2023,March,Telangana,Yadadri Bhuvanagiri,76,1464,"Pedda Cheruvu, Bibinagar (V&M),Yadadri bhuvanagiri (D)",6.4,6.75,1336,4.6,25,6.5,196,52,BDL,825,25
2023,March,Telangana,Mulugu,77,3068,"Ramappa lake, Palampet (V), Venkatapuram (M), Mulugu District.",5.2,7.8,286,1.6,1.2,4,32,20,0.4,168,25
2023,March,Telangana,Warangal,78,1447,"Dharmasagar Tank, Dharmasagar(V&M), Hanumakonda District",5.4,8.22,326,1.2,1.8,4,48,24,0.4,180,25
2023,March,Telangana,Warangal Urban,79,2346,"Bhadrakali Cheruvu, Near Bhadrakali Temple, Hanumakonda",5,8.19,383,1.8,2.4,8.2,46,24,0.4,444,25
2023,March,Telangana,Warangal Urban,80,3084,"Wadepalli Cheruvu, Wadepally (V), Hanamkonda (M&D)",5.1,8.31,577,1.6,2.2,2.8,98,24,0.4,342,25
